Scenario,groups,iF1,iF2,iF3,iF4,iF5,iF6,iF7,iF8,iF9,iF10,iF11,iF12,iF13,iF14,iF15,iF16,iF17,iF18,iF19
S1_F1.0,jF2,-2.08E-05,0,0.007927084,-1.70E-05,3.22E-06,-1.50E-05,-2.09E-06,-6.17E-06,-1.58E-05,-1.26E-05,-0.000446176,-1.51E-05,-0.000281111,-7.08E-07,-0.000198407,-0.000221518,-0.000464326,-0.00056746,-0.00016625
S1_F1.0,jF3,-4.56E-05,-0.007927084,0,-0.002041691,-0.001503366,-0.001071955,-0.00089625,-0.000250862,-0.000403877,-0.000286863,-0.000556966,-0.000137258,-0.000190919,-6.57E-05,-9.15E-05,-0.000234615,-0.000310136,-0.000331846,-0.000179198
S1_F1.0,jF4,0.000203579,1.70E-05,0.002041691,0,0.000106504,-0.000673152,-0.000560242,-0.000349949,-0.000277256,-0.000295167,-0.000426079,-9.28E-05,-0.000179238,-2.17E-05,-6.65E-05,-0.000234762,-0.000297963,-0.000318764,-0.000150235
S1_F1.0,jF5,0.000140824,-3.22E-06,0.001503366,-0.000106504,0,-0.00054919,-0.000533653,-0.000617525,-0.000337653,-0.000298585,-0.000268459,-5.56E-05,-0.000235207,-0.000121033,-0.000119487,-0.000265458,-0.000332531,-0.000311357,-0.000196542
S1_F1.0,jF6,6.01E-05,1.50E-05,0.001071955,0.000673152,0.00054919,0,0.000179436,-3.82E-05,-0.000190956,-0.00011324,-0.000172314,-0.000235441,-0.000111276,-7.74E-05,-6.89E-05,-0.000233598,-0.000379367,-0.000436946,-0.000147324
S1_F1.0,jF7,7.65E-05,2.09E-06,0.00089625,0.000560242,0.000533653,-0.000179436,0,-6.46E-06,-1.76E-05,-6.11E-06,-0.000115471,-2.40E-05,-0.000102663,-0.000299536,-0.000210486,-0.00024407,-0.000400932,-0.000516002,-0.000154371
S1_F1.0,jF8,9.22E-05,6.17E-06,0.000250862,0.000349949,0.000617525,3.82E-05,6.46E-06,0,-1.49E-07,8.43E-06,3.92E-06,-3.63E-06,2.49E-05,-9.90E-05,-0.000106351,-0.000208472,-0.00048306,-0.000854754,-0.000122138
S1_F1.0,jF9,-8.88E-06,1.58E-05,0.000403877,0.000277256,0.000337653,0.000190956,1.76E-05,1.49E-07,0,0.000464141,7.94E-05,-4.35E-06,-1.55E-05,-7.01E-05,-9.22E-05,-0.000240069,-0.000449153,-0.000451598,-0.000154602
S1_F1.0,jF10,-1.39E-05,1.26E-05,0.000286863,0.000295167,0.000298585,0.00011324,6.11E-06,-8.43E-06,-0.000464141,0,3.79E-05,-1.96E-05,-9.97E-06,-5.95E-05,-8.23E-05,-0.000266253,-0.000409486,-0.000522037,-0.00018967
S1_F1.0,jF11,-1.17E-05,0.000446176,0.000556966,0.000426079,0.000268459,0.000172314,0.000115471,-3.92E-06,-7.94E-05,-3.79E-05,0,-1.20E-05,-0.000100921,-3.83E-05,-0.000161597,-0.000286006,-0.000350786,-0.000385282,-0.000187527
S1_F1.0,jF12,-2.07E-05,1.51E-05,0.000137258,9.28E-05,5.56E-05,0.000235441,2.40E-05,3.63E-06,4.35E-06,1.96E-05,1.20E-05,0,5.07E-05,-0.000233767,-0.000150743,-0.000295085,-0.000341037,-0.000319699,-0.000201647
S1_F1.0,jF13,-1.94E-06,0.000281111,0.000190919,0.000179238,0.000235207,0.000111276,0.000102663,-2.49E-05,1.55E-05,9.97E-06,0.000100921,-5.07E-05,0,-1.82E-05,-9.89E-05,-0.000332278,-0.000316431,-0.000281422,-0.000320956
S1_F1.0,jF14,-2.58E-05,7.08E-07,6.57E-05,2.17E-05,0.000121033,7.74E-05,0.000299536,9.90E-05,7.01E-05,5.95E-05,3.83E-05,0.000233767,1.82E-05,0,-8.97E-05,-0.000369475,-0.000271611,-0.000241744,-0.000252411
S1_F1.0,jF15,0.000163708,0.000198407,9.15E-05,6.65E-05,0.000119487,6.89E-05,0.000210486,0.000106351,9.22E-05,8.23E-05,0.000161597,0.000150743,9.89E-05,8.97E-05,0,-0.000379827,-0.000247653,-0.000238238,-9.73E-05
S1_F1.0,jF16,7.28E-05,0.000221518,0.000234615,0.000234762,0.000265458,0.000233598,0.00024407,0.000208472,0.000240069,0.000266253,0.000286006,0.000295085,0.000332278,0.000369475,0.000379827,0,0,0,0.000350957
S1_F1.0,jF17,6.20E-05,0.000464326,0.000310136,0.000297963,0.000332531,0.000379367,0.000400932,0.00048306,0.000449153,0.000409486,0.000350786,0.000341037,0.000316431,0.000271611,0.000247653,0,0,0,0.000382688
S1_F1.0,jF18,6.23E-05,0.00056746,0.000331846,0.000318764,0.000311357,0.000436946,0.000516002,0.000854754,0.000451598,0.000522037,0.000385282,0.000319699,0.000281422,0.000241744,0.000238238,0,0,0,0.000339615
S1_F1.0,jF19,-4.45E-06,0.00016625,0.000179198,0.000150235,0.000196542,0.000147324,0.000154371,0.000122138,0.000154602,0.00018967,0.000187527,0.000201647,0.000320956,0.000252411,9.73E-05,-0.000350957,-0.000382688,-0.000339615,0
S2_F0,jF1,0,2.65E-05,5.05E-05,-0.000279459,-0.00021854,-8.82E-05,-0.000127011,-0.000149745,5.86E-06,1.50E-05,1.25E-05,2.10E-05,-3.51E-06,3.16E-05,-0.000192906,-8.95E-05,-7.85E-05,-7.91E-05,4.32E-07
S2_F0,jF2,-2.65E-05,0,0.008804479,-3.30E-05,1.03E-06,-3.07E-05,-6.02E-06,-1.10E-05,-3.22E-05,-2.18E-05,-0.000547642,-3.63E-05,-0.000352332,-2.69E-06,-0.000238458,-0.000282819,-0.000545479,-0.00066424,-0.000218942
S2_F0,jF3,-5.05E-05,-0.008804479,0,-0.002689131,-0.00217974,-0.001439499,-0.001353016,-0.000388251,-0.000569041,-0.000370966,-0.000696617,-0.000171196,-0.00024439,-6.29E-05,-0.000111043,-0.000288636,-0.000370848,-0.000395014,-0.000219317
S2_F0,jF4,0.000279459,3.30E-05,0.002689131,0,8.00E-05,-0.000896532,-0.000831208,-0.000514637,-0.000386574,-0.000370081,-0.000524622,-0.000110208,-0.00021784,-1.62E-06,-7.52E-05,-0.000290819,-0.000361576,-0.000385866,-0.00017182
S2_F0,jF5,0.00021854,-1.03E-06,0.00217974,-8.00E-05,0,-0.000727049,-0.000795294,-0.000912351,-0.000473572,-0.000380537,-0.000334492,-7.59E-05,-0.000298445,-0.00012669,-0.000144673,-0.000325594,-0.000402351,-0.000382053,-0.000244065
S2_F0,jF6,8.82E-05,3.07E-05,0.001439499,0.000896532,0.000727049,0,0.000236922,-5.24E-05,-0.0002691,-0.000139752,-0.000213194,-0.000303868,-0.000136632,-7.02E-05,-7.87E-05,-0.000288368,-0.00045713,-0.000529333,-0.000167224
S2_F0,jF7,0.000127011,6.02E-06,0.001353016,0.000831208,0.000795294,-0.000236922,0,-8.24E-06,-2.69E-05,-6.70E-06,-0.000146968,-3.84E-05,-0.000133864,-0.000346842,-0.000259134,-0.000299941,-0.000483373,-0.000624156,-0.000190965
S2_F0,jF8,0.000149745,1.10E-05,0.000388251,0.000514637,0.000912351,5.24E-05,8.24E-06,0,-4.33E-06,1.11E-05,3.74E-06,-1.37E-05,2.98E-05,-0.000114993,-0.000133172,-0.000254212,-0.000581163,-0.001038326,-0.00014844
S2_F0,jF9,-5.86E-06,3.22E-05,0.000569041,0.000386574,0.000473572,0.0002691,2.69E-05,4.33E-06,0,0.000701754,0.000120533,-9.96E-06,-1.59E-05,-7.08E-05,-0.000109055,-0.00029154,-0.000536714,-0.000548534,-0.000176396
S2_F0,jF10,-1.50E-05,2.18E-05,0.000370966,0.000370081,0.000380537,0.000139752,6.70E-06,-1.11E-05,-0.000701754,0,4.26E-05,-3.77E-05,-1.84E-05,-6.69E-05,-0.000103405,-0.000325777,-0.000498526,-0.000640914,-0.000232502
S2_F0,jF11,-1.25E-05,0.000547642,0.000696617,0.000524622,0.000334492,0.000213194,0.000146968,-3.74E-06,-0.000120533,-4.26E-05,0,-2.62E-05,-0.0001331,-3.57E-05,-0.000192876,-0.00034658,-0.000426487,-0.000470222,-0.000225112
S2_F0,jF12,-2.10E-05,3.63E-05,0.000171196,0.000110208,7.59E-05,0.000303868,3.84E-05,1.37E-05,9.96E-06,3.77E-05,2.62E-05,0,7.83E-05,-0.000252552,-0.000174778,-0.000356099,-0.000418665,-0.000398187,-0.000216396
S2_F0,jF13,3.51E-06,0.000352332,0.00024439,0.00021784,0.000298445,0.000136632,0.000133864,-2.98E-05,1.59E-05,1.84E-05,0.0001331,-7.83E-05,0,-1.59E-05,-0.000119693,-0.000401042,-0.000394982,-0.00035647,-0.000378264
S2_F0,jF14,-3.16E-05,2.69E-06,6.29E-05,1.62E-06,0.00012669,7.02E-05,0.000346842,0.000114993,7.08E-05,6.69E-05,3.57E-05,0.000252552,1.59E-05,0,-0.000113881,-0.000446646,-0.000345621,-0.000312164,-0.000310507
S2_F0,jF15,0.000192906,0.000238458,0.000111043,7.52E-05,0.000144673,7.87E-05,0.000259134,0.000133172,0.000109055,0.000103405,0.000192876,0.000174778,0.000119693,0.000113881,0,-0.00045044,-0.000307155,-0.000299908,-0.000118517
S2_F0,jF16,8.95E-05,0.000282819,0.000288636,0.000290819,0.000325594,0.000288368,0.000299941,0.000254212,0.00029154,0.000325777,0.00034658,0.000356099,0.000401042,0.000446646,0.00045044,0,0,0,0.000427372
S2_F0,jF17,7.85E-05,0.000545479,0.000370848,0.000361576,0.000402351,0.00045713,0.000483373,0.000581163,0.000536714,0.000498526,0.000426487,0.000418665,0.000394982,0.000345621,0.000307155,0,0,0,0.000477089
S2_F0,jF18,7.91E-05,0.00066424,0.000395014,0.000385866,0.000382053,0.000529333,0.000624156,0.001038326,0.000548534,0.000640914,0.000470222,0.000398187,0.00035647,0.000312164,0.000299908,0,0,0,0.000429616
S2_F0,jF19,-4.32E-07,0.000218942,0.000219317,0.00017182,0.000244065,0.000167224,0.000190965,0.00014844,0.000176396,0.000232502,0.000225112,0.000216396,0.000378264,0.000310507,0.000118517,-0.000427372,-0.000477089,-0.000429616,0
S2_F0.2,jF1,0,2.66E-05,5.10E-05,-0.00028022,-0.000217816,-8.82E-05,-0.000127894,-0.000149438,6.10E-06,1.53E-05,1.27E-05,2.11E-05,-3.12E-06,3.16E-05,-0.000193348,-8.96E-05,-7.86E-05,-7.92E-05,5.06E-07
S2_F0.2,jF2,-2.66E-05,0,0.008998666,-3.32E-05,1.02E-06,-3.08E-05,-6.01E-06,-1.10E-05,-3.23E-05,-2.17E-05,-0.000548542,-3.64E-05,-0.000354269,-2.67E-06,-0.000238923,-0.00028348,-0.000546387,-0.000665068,-0.00021958
S2_F0.2,jF3,-5.10E-05,-0.008998666,0,-0.002719388,-0.002189949,-0.001453487,-0.001370122,-0.000387982,-0.00057282,-0.000373896,-0.000701676,-0.000172838,-0.000244952,-6.38E-05,-0.000111854,-0.000289849,-0.000372887,-0.000397627,-0.000220519
S2_F0.2,jF4,0.00028022,3.32E-05,0.002719388,0,8.41E-05,-0.000902687,-0.000839783,-0.00051598,-0.000388034,-0.000372258,-0.000526269,-0.000110688,-0.000217597,-1.89E-06,-7.54E-05,-0.000291375,-0.000362646,-0.000387272,-0.000172055
S2_F0.2,jF5,0.000217816,-1.02E-06,0.002189949,-8.41E-05,0,-0.000732159,-0.000803101,-0.000915324,-0.000475541,-0.000382891,-0.000335582,-7.62E-05,-0.000298592,-0.000127682,-0.000145374,-0.000326349,-0.000403619,-0.000383354,-0.000244599
S2_F0.2,jF6,8.82E-05,3.08E-05,0.001453487,0.000902687,0.000732159,0,0.000237985,-5.23E-05,-0.000269732,-0.000140335,-0.000213391,-0.000304632,-0.000136134,-7.02E-05,-7.88E-05,-0.000288832,-0.000458056,-0.000530378,-0.000167473
S2_F0.2,jF7,0.000127894,6.01E-06,0.001370122,0.000839783,0.000803101,-0.000237985,0,-8.20E-06,-2.70E-05,-6.73E-06,-0.000147242,-3.86E-05,-0.000133803,-0.000346617,-0.00025982,-0.000300405,-0.000484058,-0.000624862,-0.000191384
S2_F0.2,jF8,0.000149438,1.10E-05,0.000387982,0.00051598,0.000915324,5.23E-05,8.20E-06,0,-4.45E-06,1.11E-05,3.66E-06,-1.39E-05,2.98E-05,-0.00011492,-0.000133505,-0.000254949,-0.000581756,-0.001038407,-0.000149264
S2_F0.2,jF9,-6.10E-06,3.23E-05,0.00057282,0.000388034,0.000475541,0.000269732,2.70E-05,4.45E-06,0,0.000701657,0.000120823,-9.98E-06,-1.55E-05,-7.06E-05,-0.000109182,-0.000292069,-0.000537173,-0.000548796,-0.000176884
S2_F0.2,jF10,-1.53E-05,2.17E-05,0.000373896,0.000372258,0.000382891,0.000140335,6.73E-06,-1.11E-05,-0.000701657,0,4.34E-05,-3.78E-05,-1.82E-05,-6.68E-05,-0.000103549,-0.000326404,-0.000499022,-0.000641157,-0.00023325
S2_F0.2,jF11,-1.27E-05,0.000548542,0.000701676,0.000526269,0.000335582,0.000213391,0.000147242,-3.66E-06,-0.000120823,-4.34E-05,0,-2.63E-05,-0.00013251,-3.57E-05,-0.000193359,-0.000347203,-0.00042721,-0.000470924,-0.000225659
S2_F0.2,jF12,-2.11E-05,3.64E-05,0.000172838,0.000110688,7.62E-05,0.000304632,3.86E-05,1.39E-05,9.98E-06,3.78E-05,2.63E-05,0,7.85E-05,-0.000251504,-0.000174736,-0.000356592,-0.000419018,-0.000398375,-0.000216916
S2_F0.2,jF13,3.12E-06,0.000354269,0.000244952,0.000217597,0.000298592,0.000136134,0.000133803,-2.98E-05,1.55E-05,1.82E-05,0.00013251,-7.85E-05,0,-1.60E-05,-0.000119876,-0.000401803,-0.000395778,-0.000357112,-0.000379277
S2_F0.2,jF14,-3.16E-05,2.67E-06,6.38E-05,1.89E-06,0.000127682,7.02E-05,0.000346617,0.00011492,7.06E-05,6.68E-05,3.57E-05,0.000251504,1.60E-05,0,-0.000113933,-0.000446959,-0.00034616,-0.000312584,-0.000311136
S2_F0.2,jF15,0.000193348,0.000238923,0.000111854,7.54E-05,0.000145374,7.88E-05,0.00025982,0.000133505,0.000109182,0.000103549,0.000193359,0.000174736,0.000119876,0.000113933,0,-0.000450673,-0.000307524,-0.000300137,-0.000119013
S2_F0.2,jF16,8.96E-05,0.00028348,0.000289849,0.000291375,0.000326349,0.000288832,0.000300405,0.000254949,0.000292069,0.000326404,0.000347203,0.000356592,0.000401803,0.000446959,0.000450673,0,0,0,0.000427918
S2_F0.2,jF17,7.86E-05,0.000546387,0.000372887,0.000362646,0.000403619,0.000458056,0.000484058,0.000581756,0.000537173,0.000499022,0.00042721,0.000419018,0.000395778,0.00034616,0.000307524,0,0,0,0.00047757
S2_F0.2,jF18,7.92E-05,0.000665068,0.000397627,0.000387272,0.000383354,0.000530378,0.000624862,0.001038407,0.000548796,0.000641157,0.000470924,0.000398375,0.000357112,0.000312584,0.000300137,0,0,0,0.000429956
S2_F0.2,jF19,-5.06E-07,0.00021958,0.000220519,0.000172055,0.000244599,0.000167473,0.000191384,0.000149264,0.000176884,0.00023325,0.000225659,0.000216916,0.000379277,0.000311136,0.000119013,-0.000427918,-0.00047757,-0.000429956,0
S2_F0.4,jF1,0,2.66E-05,5.15E-05,-0.000280962,-0.000217056,-8.82E-05,-0.000128807,-0.00014912,6.35E-06,1.55E-05,1.29E-05,2.12E-05,-2.73E-06,3.17E-05,-0.000193776,-8.98E-05,-7.87E-05,-7.93E-05,5.83E-07
S2_F0.4,jF2,-2.66E-05,0,0.009199154,-3.32E-05,1.13E-06,-3.08E-05,-5.90E-06,-1.08E-05,-3.22E-05,-2.17E-05,-0.000551317,-3.63E-05,-0.000354736,-2.54E-06,-0.000240111,-0.000283715,-0.000547843,-0.000667028,-0.000219507
S2_F0.4,jF3,-5.15E-05,-0.009199154,0,-0.002749638,-0.002199977,-0.001467431,-0.001387318,-0.000387648,-0.000576567,-0.000376811,-0.000706715,-0.000174475,-0.000245488,-6.47E-05,-0.000112671,-0.000291059,-0.000374931,-0.000400257,-0.000221713
S2_F0.4,jF4,0.000280962,3.32E-05,0.002749638,0,8.82E-05,-0.000908845,-0.000848567,-0.000517318,-0.000389484,-0.000374448,-0.000527891,-0.000111162,-0.000217331,-2.17E-06,-7.56E-05,-0.00029193,-0.000363722,-0.000388694,-0.000172284
S2_F0.4,jF5,0.000217056,-1.13E-06,0.002199977,-8.82E-05,0,-0.000737259,-0.000811016,-0.000918289,-0.000477497,-0.000385251,-0.000336661,-7.65E-05,-0.000298724,-0.000128686,-0.000146081,-0.000327105,-0.000404894,-0.000384668,-0.000245129
S2_F0.4,jF6,8.82E-05,3.08E-05,0.001467431,0.000908845,0.000737259,0,0.000239062,-5.21E-05,-0.000270365,-0.000140929,-0.000213581,-0.000305396,-0.000135623,-7.03E-05,-7.88E-05,-0.000289301,-0.000458988,-0.000531426,-0.000167724
S2_F0.4,jF7,0.000128807,5.90E-06,0.001387318,0.000848567,0.000811016,-0.000239062,0,-8.15E-06,-2.71E-05,-6.75E-06,-0.000147512,-3.87E-05,-0.000133725,-0.000346373,-0.000260511,-0.00030087,-0.000484746,-0.000625565,-0.000191797
S2_F0.4,jF8,0.00014912,1.08E-05,0.000387648,0.000517318,0.000918289,5.21E-05,8.15E-06,0,-4.57E-06,1.11E-05,3.58E-06,-1.41E-05,2.98E-05,-0.000114844,-0.000133842,-0.000255699,-0.000582352,-0.001038468,-0.000150104
S2_F0.4,jF9,-6.35E-06,3.22E-05,0.000576567,0.000389484,0.000477497,0.000270365,2.71E-05,4.57E-06,0,0.000701541,0.000121116,-9.99E-06,-1.51E-05,-7.04E-05,-0.000109308,-0.000292607,-0.00053763,-0.000549049,-0.000177381
S2_F0.4,jF10,-1.55E-05,2.17E-05,0.000376811,0.000374448,0.000385251,0.000140929,6.75E-06,-1.11E-05,-0.000701541,0,4.42E-05,-3.80E-05,-1.79E-05,-6.67E-05,-0.000103693,-0.00032704,-0.00049952,-0.000641391,-0.000234013
S2_F0.4,jF11,-1.29E-05,0.000551317,0.000706715,0.000527891,0.000336661,0.000213581,0.000147512,-3.58E-06,-0.000121116,-4.42E-05,0,-2.64E-05,-0.00013191,-3.58E-05,-0.000193843,-0.000347832,-0.000427936,-0.000471623,-0.000226213
S2_F0.4,jF12,-2.12E-05,3.63E-05,0.000174475,0.000111162,7.65E-05,0.000305396,3.87E-05,1.41E-05,9.99E-06,3.80E-05,2.64E-05,0,7.88E-05,-0.000250441,-0.000174691,-0.000357094,-0.000419376,-0.000398563,-0.000217448
S2_F0.4,jF13,2.73E-06,0.000354736,0.000245488,0.000217331,0.000298724,0.000135623,0.000133725,-2.98E-05,1.51E-05,1.79E-05,0.00013191,-7.88E-05,0,-1.61E-05,-0.000120059,-0.000402572,-0.000396582,-0.000357757,-0.000380302
S2_F0.4,jF14,-3.17E-05,2.54E-06,6.47E-05,2.17E-06,0.000128686,7.03E-05,0.000346373,0.000114844,7.04E-05,6.67E-05,3.58E-05,0.000250441,1.61E-05,0,-0.000113983,-0.000447277,-0.000346707,-0.000313008,-0.000311777
S2_F0.4,jF15,0.000193776,0.000240111,0.000112671,7.56E-05,0.000146081,7.88E-05,0.000260511,0.000133842,0.000109308,0.000103693,0.000193843,0.000174691,0.000120059,0.000113983,0,-0.000450912,-0.000307899,-0.000300367,-0.00011952
S2_F0.4,jF16,8.98E-05,0.000283715,0.000291059,0.00029193,0.000327105,0.000289301,0.00030087,0.000255699,0.000292607,0.00032704,0.000347832,0.000357094,0.000402572,0.000447277,0.000450912,0,0,0,0.000428473
S2_F0.4,jF17,7.87E-05,0.000547843,0.000374931,0.000363722,0.000404894,0.000458988,0.000484746,0.000582352,0.00053763,0.00049952,0.000427936,0.000419376,0.000396582,0.000346707,0.000307899,0,0,0,0.000478056
S2_F0.4,jF18,7.93E-05,0.000667028,0.000400257,0.000388694,0.000384668,0.000531426,0.000625565,0.001038468,0.000549049,0.000641391,0.000471623,0.000398563,0.000357757,0.000313008,0.000300367,0,0,0,0.000430297
S2_F0.4,jF19,-5.83E-07,0.000219507,0.000221713,0.000172284,0.000245129,0.000167724,0.000191797,0.000150104,0.000177381,0.000234013,0.000226213,0.000217448,0.000380302,0.000311777,0.00011952,-0.000428473,-0.000478056,-0.000430297,0
S2_F0.6,jF1,0,2.66E-05,5.20E-05,-0.000281691,-0.000216264,-8.82E-05,-0.000129866,-0.000148788,6.60E-06,1.57E-05,1.31E-05,2.13E-05,-2.33E-06,3.17E-05,-0.000194194,-8.99E-05,-7.87E-05,-7.94E-05,6.60E-07
S2_F0.6,jF2,-2.66E-05,0,0.00940617,-3.32E-05,1.26E-06,-3.08E-05,-5.79E-06,-1.07E-05,-3.21E-05,-2.16E-05,-0.000554457,-3.61E-05,-0.000355102,-2.38E-06,-0.000241065,-0.000283857,-0.000549421,-0.000669217,-0.000219341
S2_F0.6,jF3,-5.20E-05,-0.00940617,0,-0.002780056,-0.002209994,-0.001481369,-0.001406031,-0.000387265,-0.000580302,-0.000379725,-0.000711771,-0.000176112,-0.000246014,-6.56E-05,-0.00011348,-0.000292262,-0.000376972,-0.000402889,-0.000222896
S2_F0.6,jF4,0.000281691,3.32E-05,0.002780056,0,9.23E-05,-0.000915001,-0.000858561,-0.000518653,-0.000390924,-0.000376654,-0.000529496,-0.000111632,-0.00021705,-2.43E-06,-7.57E-05,-0.00029248,-0.000364802,-0.000390124,-0.000172502
S2_F0.6,jF5,0.000216264,-1.26E-06,0.002209994,-9.23E-05,0,-0.000742339,-0.000819846,-0.000921247,-0.000479441,-0.000387618,-0.000337732,-7.68E-05,-0.000298852,-0.000129678,-0.00014679,-0.000327859,-0.000406171,-0.000385987,-0.000245655
S2_F0.6,jF6,8.82E-05,3.08E-05,0.001481369,0.000915001,0.000742339,0,0.000239951,-5.20E-05,-0.000270996,-0.000141536,-0.000213772,-0.000306159,-0.000135114,-7.03E-05,-7.89E-05,-0.000289773,-0.000459929,-0.000532487,-0.000167985
S2_F0.6,jF7,0.000129866,5.79E-06,0.001406031,0.000858561,0.000819846,-0.000239951,0,-8.10E-06,-2.72E-05,-6.76E-06,-0.000147736,-3.88E-05,-0.000133587,-0.0003461,-0.000261186,-0.000301318,-0.00048541,-0.000626242,-0.000192163
S2_F0.6,jF8,0.000148788,1.07E-05,0.000387265,0.000518653,0.000921247,5.20E-05,8.10E-06,0,-4.69E-06,1.11E-05,3.50E-06,-1.42E-05,2.98E-05,-0.000114761,-0.000134184,-0.000256453,-0.000582951,-0.001038531,-0.000150953
S2_F0.6,jF9,-6.60E-06,3.21E-05,0.000580302,0.000390924,0.000479441,0.000270996,2.72E-05,4.69E-06,0,0.000701383,0.000121406,-1.00E-05,-1.47E-05,-7.03E-05,-0.000109437,-0.000293146,-0.000538089,-0.000549304,-0.000177882
S2_F0.6,jF10,-1.57E-05,2.16E-05,0.000379725,0.000376654,0.000387618,0.000141536,6.76E-06,-1.11E-05,-0.000701383,0,4.50E-05,-3.81E-05,-1.77E-05,-6.66E-05,-0.000103839,-0.000327679,-0.000500022,-0.000641629,-0.000234782
S2_F0.6,jF11,-1.31E-05,0.000554457,0.000711771,0.000529496,0.000337732,0.000213772,0.000147736,-3.50E-06,-0.000121406,-4.50E-05,0,-2.64E-05,-0.000131306,-3.58E-05,-0.000194332,-0.000348463,-0.000428666,-0.000472327,-0.000226774
S2_F0.6,jF12,-2.13E-05,3.61E-05,0.000176112,0.000111632,7.68E-05,0.000306159,3.88E-05,1.42E-05,1.00E-05,3.81E-05,2.64E-05,0,7.90E-05,-0.000249362,-0.000174649,-0.000357598,-0.000419738,-0.000398757,-0.000217986
S2_F0.6,jF13,2.33E-06,0.000355102,0.000246014,0.00021705,0.000298852,0.000135114,0.000133587,-2.98E-05,1.47E-05,1.77E-05,0.000131306,-7.90E-05,0,-1.62E-05,-0.000120244,-0.000403341,-0.000397392,-0.000358408,-0.00038133
S2_F0.6,jF14,-3.17E-05,2.38E-06,6.56E-05,2.43E-06,0.000129678,7.03E-05,0.0003461,0.000114761,7.03E-05,6.66E-05,3.58E-05,0.000249362,1.62E-05,0,-0.000114039,-0.0004476,-0.000347266,-0.000313443,-0.000312431
S2_F0.6,jF15,0.000194194,0.000241065,0.00011348,7.57E-05,0.00014679,7.89E-05,0.000261186,0.000134184,0.000109437,0.000103839,0.000194332,0.000174649,0.000120244,0.000114039,0,-0.00045115,-0.000308283,-0.000300607,-0.000120034
S2_F0.6,jF16,8.99E-05,0.000283857,0.000292262,0.00029248,0.000327859,0.000289773,0.000301318,0.000256453,0.000293146,0.000327679,0.000348463,0.000357598,0.000403341,0.0004476,0.00045115,0,0,0,0.000429028
S2_F0.6,jF17,7.87E-05,0.000549421,0.000376972,0.000364802,0.000406171,0.000459929,0.00048541,0.000582951,0.000538089,0.000500022,0.000428666,0.000419738,0.000397392,0.000347266,0.000308283,0,0,0,0.000478549
S2_F0.6,jF18,7.94E-05,0.000669217,0.000402889,0.000390124,0.000385987,0.000532487,0.000626242,0.001038531,0.000549304,0.000641629,0.000472327,0.000398757,0.000358408,0.000313443,0.000300607,0,0,0,0.000430645
S2_F0.6,jF19,-6.60E-07,0.000219341,0.000222896,0.000172502,0.000245655,0.000167985,0.000192163,0.000150953,0.000177882,0.000234782,0.000226774,0.000217986,0.00038133,0.000312431,0.000120034,-0.000429028,-0.000478549,-0.000430645,0
S2_F0.8,jF1,0,2.67E-05,5.24E-05,-0.000282408,-0.000215443,-8.82E-05,-0.00013108,-0.000148442,6.85E-06,1.59E-05,1.33E-05,2.14E-05,-1.93E-06,3.18E-05,-0.000194604,-9.00E-05,-7.88E-05,-7.94E-05,7.40E-07
S2_F0.8,jF2,-2.67E-05,0,0.009619598,-3.33E-05,1.32E-06,-3.08E-05,-5.76E-06,-1.06E-05,-3.21E-05,-2.15E-05,-0.000556124,-3.61E-05,-0.000356408,-2.29E-06,-0.000241958,-0.000284349,-0.000550546,-0.000670503,-0.000219635
S2_F0.8,jF3,-5.24E-05,-0.009619598,0,-0.002810711,-0.00222007,-0.001495326,-0.001426656,-0.000386841,-0.000584037,-0.000382646,-0.000716864,-0.000177758,-0.000246536,-6.65E-05,-0.000114275,-0.000293458,-0.000379007,-0.000405516,-0.00022407
S2_F0.8,jF4,0.000282408,3.33E-05,0.002810711,0,9.65E-05,-0.000921165,-0.00086997,-0.000519986,-0.000392356,-0.000378878,-0.000531096,-0.000112101,-0.000216756,-2.67E-06,-7.59E-05,-0.000293025,-0.000365883,-0.000391561,-0.00017271
S2_F0.8,jF5,0.000215443,-1.32E-06,0.00222007,-9.65E-05,0,-0.000747403,-0.000829776,-0.000924202,-0.000481375,-0.000389992,-0.0003388,-7.71E-05,-0.000298981,-0.000130651,-0.000147499,-0.000328611,-0.00040745,-0.000387307,-0.000246178
S2_F0.8,jF6,8.82E-05,3.08E-05,0.001495326,0.000921165,0.000747403,0,0.000240601,-5.18E-05,-0.000271625,-0.000142157,-0.000213966,-0.000306919,-0.000134608,-7.04E-05,-7.89E-05,-0.000290246,-0.000460881,-0.000533565,-0.000168257
S2_F0.8,jF7,0.00013108,5.76E-06,0.001426656,0.00086997,0.000829776,-0.000240601,0,-8.02E-06,-2.73E-05,-6.75E-06,-0.000147905,-3.89E-05,-0.000133377,-0.000345805,-0.000261844,-0.000301746,-0.000486048,-0.000626894,-0.000192477
S2_F0.8,jF8,0.000148442,1.06E-05,0.000386841,0.000519986,0.000924202,5.18E-05,8.02E-06,0,-4.81E-06,1.10E-05,3.42E-06,-1.44E-05,2.98E-05,-0.00011467,-0.000134532,-0.00025721,-0.000583555,-0.001038604,-0.000151808
