Scenario,groups,iF1,iF2,iF3,iF4,iF5,iF6,iF7,iF8,iF9,iF10,iF11,iF12,iF13,iF14,iF15,iF16,iF17,iF18,iF19
S2_F0.8,jF9,-6.85E-06,3.21E-05,0.000584037,0.000392356,0.000481375,0.000271625,2.73E-05,4.81E-06,0,0.000701178,0.000121692,-1.00E-05,-1.43E-05,-7.01E-05,-0.000109568,-0.000293684,-0.000538549,-0.000549566,-0.000178384
S2_F0.8,jF10,-1.59E-05,2.15E-05,0.000382646,0.000378878,0.000389992,0.000142157,6.75E-06,-1.10E-05,-0.000701178,0,4.58E-05,-3.83E-05,-1.74E-05,-6.65E-05,-0.000103988,-0.000328316,-0.000500528,-0.000641878,-0.000235553
S2_F0.8,jF11,-1.33E-05,0.000556124,0.000716864,0.000531096,0.0003388,0.000213966,0.000147905,-3.42E-06,-0.000121692,-4.58E-05,0,-2.65E-05,-0.000130701,-3.59E-05,-0.000194828,-0.000349092,-0.000429399,-0.000473037,-0.000227337
S2_F0.8,jF12,-2.14E-05,3.61E-05,0.000177758,0.000112101,7.71E-05,0.000306919,3.89E-05,1.44E-05,1.00E-05,3.83E-05,2.65E-05,0,7.92E-05,-0.000248266,-0.000174613,-0.000358102,-0.000420107,-0.00039896,-0.000218527
S2_F0.8,jF13,1.93E-06,0.000356408,0.000246536,0.000216756,0.000298981,0.000134608,0.000133377,-2.98E-05,1.43E-05,1.74E-05,0.000130701,-7.92E-05,0,-1.63E-05,-0.00012043,-0.000404108,-0.000398208,-0.000359068,-0.000382361
S2_F0.8,jF14,-3.18E-05,2.29E-06,6.65E-05,2.67E-06,0.000130651,7.04E-05,0.000345805,0.00011467,7.01E-05,6.65E-05,3.59E-05,0.000248266,1.63E-05,0,-0.000114102,-0.000447926,-0.000347837,-0.000313892,-0.0003131
S2_F0.8,jF15,0.000194604,0.000241958,0.000114275,7.59E-05,0.000147499,7.89E-05,0.000261844,0.000134532,0.000109568,0.000103988,0.000194828,0.000174613,0.00012043,0.000114102,0,-0.000451388,-0.000308676,-0.000300859,-0.000120556
S2_F0.8,jF16,9.00E-05,0.000284349,0.000293458,0.000293025,0.000328611,0.000290246,0.000301746,0.00025721,0.000293684,0.000328316,0.000349092,0.000358102,0.000404108,0.000447926,0.000451388,0,0,0,0.000429581
S2_F0.8,jF17,7.88E-05,0.000550546,0.000379007,0.000365883,0.00040745,0.000460881,0.000486048,0.000583555,0.000538549,0.000500528,0.000429399,0.000420107,0.000398208,0.000347837,0.000308676,0,0,0,0.000479049
S2_F0.8,jF18,7.94E-05,0.000670503,0.000405516,0.000391561,0.000387307,0.000533565,0.000626894,0.001038604,0.000549566,0.000641878,0.000473037,0.00039896,0.000359068,0.000313892,0.000300859,0,0,0,0.000431003
S2_F0.8,jF19,-7.40E-07,0.000219635,0.00022407,0.00017271,0.000246178,0.000168257,0.000192477,0.000151808,0.000178384,0.000235553,0.000227337,0.000218527,0.000382361,0.0003131,0.000120556,-0.000429581,-0.000479049,-0.000431003,0
S2_F01.0,jF1,0,2.66E-05,5.30E-05,-0.000283107,-0.000214586,-8.82E-05,-0.000132333,-0.000148083,7.10E-06,1.62E-05,1.34E-05,2.14E-05,-1.52E-06,3.19E-05,-0.000195001,-9.01E-05,-7.88E-05,-7.95E-05,8.20E-07
S2_F01.0,jF2,-2.66E-05,0,0.009839827,-3.33E-05,1.49E-06,-3.07E-05,-5.62E-06,-1.04E-05,-3.20E-05,-2.14E-05,-0.000559641,-3.59E-05,-0.000356395,-2.08E-06,-0.000243223,-0.00028441,-0.000552221,-0.00067291,-0.000219269
S2_F01.0,jF3,-5.30E-05,-0.009839827,0,-0.002841408,-0.002230045,-0.001509258,-0.001447844,-0.000386357,-0.00058775,-0.000385552,-0.000721962,-0.000179402,-0.000247037,-6.74E-05,-0.000115068,-0.000294649,-0.000381042,-0.000408152,-0.000225233
S2_F01.0,jF4,0.000283107,3.33E-05,0.002841408,0,0.000100789,-0.000927341,-0.000881833,-0.000521314,-0.000393779,-0.000381117,-0.000532679,-0.000112568,-0.000216442,-2.90E-06,-7.61E-05,-0.000293567,-0.000366968,-0.000393009,-0.000172909
S2_F01.0,jF5,0.000214586,-1.49E-06,0.002230045,-0.000100789,0,-0.000752457,-0.000840032,-0.00092715,-0.000483295,-0.000392369,-0.000339862,-7.74E-05,-0.000299099,-0.000131622,-0.000148212,-0.000329363,-0.000408733,-0.000388636,-0.000246697
S2_F01.0,jF6,8.82E-05,3.07E-05,0.001509258,0.000927341,0.000752457,0,0.000241205,-5.17E-05,-0.000272252,-0.000142788,-0.000214158,-0.000307676,-0.000134095,-7.04E-05,-7.90E-05,-0.000290723,-0.000461839,-0.00053465,-0.000168532
S2_F01.0,jF7,0.000132333,5.62E-06,0.001447844,0.000881833,0.000840032,-0.000241205,0,-7.94E-06,-2.73E-05,-6.73E-06,-0.000148061,-3.90E-05,-0.000133141,-0.000345501,-0.000262507,-0.000302175,-0.000486684,-0.000627542,-0.000192781
S2_F01.0,jF8,0.000148083,1.04E-05,0.000386357,0.000521314,0.00092715,5.17E-05,7.94E-06,0,-4.94E-06,1.10E-05,3.34E-06,-1.46E-05,2.98E-05,-0.000114574,-0.000134886,-0.000257976,-0.00058416,-0.001038665,-0.000152676
S2_F01.0,jF9,-7.10E-06,3.20E-05,0.00058775,0.000393779,0.000483295,0.000272252,2.73E-05,4.94E-06,0,0.00070094,0.000121977,-1.00E-05,-1.39E-05,-6.99E-05,-0.000109701,-0.000294226,-0.000539008,-0.000549824,-0.000178891
S2_F01.0,jF10,-1.62E-05,2.14E-05,0.000385552,0.000381117,0.000392369,0.000142788,6.73E-06,-1.10E-05,-0.00070094,0,4.67E-05,-3.84E-05,-1.72E-05,-6.64E-05,-0.000104138,-0.00032896,-0.000501036,-0.000642123,-0.000236333
S2_F01.0,jF11,-1.34E-05,0.000559641,0.000721962,0.000532679,0.000339862,0.000214158,0.000148061,-3.34E-06,-0.000121977,-4.67E-05,0,-2.66E-05,-0.000130087,-3.59E-05,-0.000195327,-0.000349724,-0.000430134,-0.000473747,-0.000227906
S2_F01.0,jF12,-2.14E-05,3.59E-05,0.000179402,0.000112568,7.74E-05,0.000307676,3.90E-05,1.46E-05,1.00E-05,3.84E-05,2.66E-05,0,7.95E-05,-0.000247153,-0.000174578,-0.000358612,-0.00042048,-0.000399165,-0.000219077
S2_F01.0,jF13,1.52E-06,0.000356395,0.000247037,0.000216442,0.000299099,0.000134095,0.000133141,-2.98E-05,1.39E-05,1.72E-05,0.000130087,-7.95E-05,0,-1.64E-05,-0.000120618,-0.000404879,-0.000399032,-0.000359733,-0.0003834
S2_F01.0,jF14,-3.19E-05,2.08E-06,6.74E-05,2.90E-06,0.000131622,7.04E-05,0.000345501,0.000114574,6.99E-05,6.64E-05,3.59E-05,0.000247153,1.64E-05,0,-0.000114169,-0.000448258,-0.000348419,-0.00031435,-0.000313782
S2_F01.0,jF15,0.000195001,0.000243223,0.000115068,7.61E-05,0.000148212,7.90E-05,0.000262507,0.000134886,0.000109701,0.000104138,0.000195327,0.000174578,0.000120618,0.000114169,0,-0.000451628,-0.000309077,-0.000301115,-0.000121086
S2_F01.0,jF16,9.01E-05,0.00028441,0.000294649,0.000293567,0.000329363,0.000290723,0.000302175,0.000257976,0.000294226,0.00032896,0.000349724,0.000358612,0.000404879,0.000448258,0.000451628,0,0,0,0.000430139
S2_F01.0,jF17,7.88E-05,0.000552221,0.000381042,0.000366968,0.000408733,0.000461839,0.000486684,0.00058416,0.000539008,0.000501036,0.000430134,0.00042048,0.000399032,0.000348419,0.000309077,0,0,0,0.000479555
S2_F01.0,jF18,7.95E-05,0.00067291,0.000408152,0.000393009,0.000388636,0.00053465,0.000627542,0.001038665,0.000549824,0.000642123,0.000473747,0.000399165,0.000359733,0.00031435,0.000301115,0,0,0,0.000431365
S2_F01.0,jF19,-8.20E-07,0.000219269,0.000225233,0.000172909,0.000246697,0.000168532,0.000192781,0.000152676,0.000178891,0.000236333,0.000227906,0.000219077,0.0003834,0.000313782,0.000121086,-0.000430139,-0.000479555,-0.000431365,0
basic,jF1,0,1.94E-05,4.25E-05,-0.000214837,-0.000141186,-6.69E-05,-8.10E-05,-9.91E-05,5.69E-06,1.19E-05,8.77E-06,1.72E-05,-2.37E-06,1.68E-05,-0.000164844,-6.91E-05,-6.10E-05,-6.20E-05,3.06E-06
basic,jF2,-1.94E-05,0,0.006258136,-1.72E-05,1.97E-06,-1.57E-05,-1.70E-06,-5.91E-06,-1.74E-05,-1.33E-05,-0.000462152,-1.62E-05,-0.000288953,-1.55E-05,-0.00019146,-0.000204967,-0.000461022,-0.000568702,-0.0001568
basic,jF3,-4.25E-05,-0.006258136,0,-0.001813162,-0.001271427,-0.000970015,-0.000797423,-0.000226967,-0.00038898,-0.000253157,-0.000507219,-0.000134719,-0.000174018,-0.000103509,-8.54E-05,-0.00022063,-0.000292715,-0.000314102,-0.000167123
basic,jF4,0.000214837,1.72E-05,0.001813162,0,0.00010469,-0.000629827,-0.000509197,-0.000322721,-0.000272525,-0.00026451,-0.000395808,-9.38E-05,-0.000164549,-5.60E-05,-6.16E-05,-0.000218884,-0.000280462,-0.000301355,-0.000136929
basic,jF5,0.000141186,-1.97E-06,0.001271427,-0.00010469,0,-0.00049859,-0.000472388,-0.000554992,-0.000321715,-0.000260881,-0.000243645,-5.58E-05,-0.000209978,-0.000165654,-0.000108901,-0.000251184,-0.000311119,-0.000292546,-0.000183789
basic,jF6,6.69E-05,1.57E-05,0.000970015,0.000629827,0.00049859,0,0.000144702,-3.27E-05,-0.000181686,-9.67E-05,-0.000153762,-0.00021907,-9.51E-05,-0.000116386,-6.28E-05,-0.00022195,-0.000351008,-0.000401502,-0.000135949
basic,jF7,8.10E-05,1.70E-06,0.000797423,0.000509197,0.000472388,-0.000144702,0,-6.58E-06,-1.88E-05,-5.85E-06,-9.63E-05,-2.55E-05,-8.09E-05,-0.000339756,-0.000173971,-0.000240065,-0.000357118,-0.000446872,-0.000155047
basic,jF8,9.91E-05,5.91E-06,0.000226967,0.000322721,0.000554992,3.27E-05,6.58E-06,0,-1.71E-06,7.33E-06,2.73E-06,-5.48E-06,2.32E-05,-0.000134399,-9.61E-05,-0.000202809,-0.000448583,-0.000783689,-0.000120679
basic,jF9,-5.69E-06,1.74E-05,0.00038898,0.000272525,0.000321715,0.000181686,1.88E-05,1.71E-06,0,0.000458072,8.03E-05,-3.94E-06,-1.08E-05,-0.000102932,-8.31E-05,-0.000228454,-0.000419066,-0.000419618,-0.000144231
basic,jF10,-1.19E-05,1.33E-05,0.000253157,0.00026451,0.000260881,9.67E-05,5.85E-06,-7.33E-06,-0.000458072,0,3.65E-05,-1.93E-05,-8.61E-06,-8.98E-05,-7.67E-05,-0.000252905,-0.00038673,-0.000490625,-0.000179235
basic,jF11,-8.77E-06,0.000462152,0.000507219,0.000395808,0.000243645,0.000153762,9.63E-05,-2.73E-06,-8.03E-05,-3.65E-05,0,-1.22E-05,-9.60E-05,-6.82E-05,-0.000149641,-0.000271169,-0.000334298,-0.000367187,-0.000176956
basic,jF12,-1.72E-05,1.62E-05,0.000134719,9.38E-05,5.58E-05,0.00021907,2.55E-05,5.48E-06,3.94E-06,1.93E-05,1.22E-05,0,4.94E-05,-0.000278011,-0.000126042,-0.000279863,-0.000306728,-0.000285266,-0.000184338
basic,jF13,2.37E-06,0.000288953,0.000174018,0.000164549,0.000209978,9.51E-05,8.09E-05,-2.32E-05,1.08E-05,8.61E-06,9.60E-05,-4.94E-05,0,-3.65E-05,-9.42E-05,-0.000315412,-0.00030028,-0.000266051,-0.000306032
basic,jF14,-1.68E-05,1.55E-05,0.000103509,5.60E-05,0.000165654,0.000116386,0.000339756,0.000134399,0.000102932,8.98E-05,6.82E-05,0.000278011,3.65E-05,0,-7.24E-05,-0.000341241,-0.000248894,-0.000220671,-0.000208455
basic,jF15,0.000164844,0.00019146,8.54E-05,6.16E-05,0.000108901,6.28E-05,0.000173971,9.61E-05,8.31E-05,7.67E-05,0.000149641,0.000126042,9.42E-05,7.24E-05,0,-0.000365096,-0.000237599,-0.000228316,-9.04E-05
basic,jF16,6.91E-05,0.000204967,0.00022063,0.000218884,0.000251184,0.00022195,0.000240065,0.000202809,0.000228454,0.000252905,0.000271169,0.000279863,0.000315412,0.000341241,0.000365096,0,0,0,0.000331835
basic,jF17,6.10E-05,0.000461022,0.000292715,0.000280462,0.000311119,0.000351008,0.000357118,0.000448583,0.000419066,0.00038673,0.000334298,0.000306728,0.00030028,0.000248894,0.000237599,0,0,0,0.000362487
basic,jF18,6.20E-05,0.000568702,0.000314102,0.000301355,0.000292546,0.000401502,0.000446872,0.000783689,0.000419618,0.000490625,0.000367187,0.000285266,0.000266051,0.000220671,0.000228316,0,0,0,0.000320552
basic,jF19,-3.06E-06,0.0001568,0.000167123,0.000136929,0.000183789,0.000135949,0.000155047,0.000120679,0.000144231,0.000179235,0.000176956,0.000184338,0.000306032,0.000208455,9.04E-05,-0.000331835,-0.000362487,-0.000320552,0
